Year;Value;Country;Region;Income group
1984;;Costa Rica;Latin America & Caribbean;Upper middle income
1985;;Costa Rica;Latin America & Caribbean;Upper middle income
1986;13,2;Costa Rica;Latin America & Caribbean;Upper middle income
1987;;Costa Rica;Latin America & Caribbean;Upper middle income
1988;;Costa Rica;Latin America & Caribbean;Upper middle income
1989;12;Costa Rica;Latin America & Caribbean;Upper middle income
1990;9,9;Costa Rica;Latin America & Caribbean;Upper middle income
1991;11,7;Costa Rica;Latin America & Caribbean;Upper middle income
1992;9,6;Costa Rica;Latin America & Caribbean;Upper middle income
1993;8;Costa Rica;Latin America & Caribbean;Upper middle income
1994;6,6;Costa Rica;Latin America & Caribbean;Upper middle income
1995;6,9;Costa Rica;Latin America & Caribbean;Upper middle income
1996;8;Costa Rica;Latin America & Caribbean;Upper middle income
1997;6,5;Costa Rica;Latin America & Caribbean;Upper middle income
1998;5,1;Costa Rica;Latin America & Caribbean;Upper middle income
1999;6,4;Costa Rica;Latin America & Caribbean;Upper middle income
2000;6,5;Costa Rica;Latin America & Caribbean;Upper middle income
2001;4,7;Costa Rica;Latin America & Caribbean;Upper middle income
2002;4,5;Costa Rica;Latin America & Caribbean;Upper middle income
2003;4,4;Costa Rica;Latin America & Caribbean;Upper middle income
2004;4,3;Costa Rica;Latin America & Caribbean;Upper middle income
2005;3,1;Costa Rica;Latin America & Caribbean;Upper middle income
2006;3,2;Costa Rica;Latin America & Caribbean;Upper middle income
2007;1,7;Costa Rica;Latin America & Caribbean;Upper middle income
2008;2,2;Costa Rica;Latin America & Caribbean;Upper middle income
2009;2,4;Costa Rica;Latin America & Caribbean;Upper middle income
2010;1,5;Costa Rica;Latin America & Caribbean;Upper middle income
2011;1,6;Costa Rica;Latin America & Caribbean;Upper middle income
2012;1,6;Costa Rica;Latin America & Caribbean;Upper middle income
2013;1,6;Costa Rica;Latin America & Caribbean;Upper middle income
2014;1,4;Costa Rica;Latin America & Caribbean;Upper middle income
2015;1,5;Costa Rica;Latin America & Caribbean;Upper middle income
2016;1,3;Costa Rica;Latin America & Caribbean;Upper middle income
1980;;Cuba;Latin America & Caribbean;Upper middle income
1981;;Cuba;Latin America & Caribbean;Upper middle income
1982;;Cuba;Latin America & Caribbean;Upper middle income
1983;;Cuba;Latin America & Caribbean;Upper middle income
1984;;Cuba;Latin America & Caribbean;Upper middle income
1985;;Cuba;Latin America & Caribbean;Upper middle income
1986;;Cuba;Latin America & Caribbean;Upper middle income
1987;;Cuba;Latin America & Caribbean;Upper middle income
1988;;Cuba;Latin America & Caribbean;Upper middle income
1989;;Cuba;Latin America & Caribbean;Upper middle income
1990;;Cuba;Latin America & Caribbean;Upper middle income
1991;;Cuba;Latin America & Caribbean;Upper middle income
1992;;Cuba;Latin America & Caribbean;Upper middle income
1993;;Cuba;Latin America & Caribbean;Upper middle income
1994;;Cuba;Latin America & Caribbean;Upper middle income
1995;;Cuba;Latin America & Caribbean;Upper middle income
1996;;Cuba;Latin America & Caribbean;Upper middle income
1997;;Cuba;Latin America & Caribbean;Upper middle income
1998;;Cuba;Latin America & Caribbean;Upper middle income
1999;;Cuba;Latin America & Caribbean;Upper middle income
2000;;Cuba;Latin America & Caribbean;Upper middle income
2001;;Cuba;Latin America & Caribbean;Upper middle income
2002;;Cuba;Latin America & Caribbean;Upper middle income
2003;;Cuba;Latin America & Caribbean;Upper middle income
2004;;Cuba;Latin America & Caribbean;Upper middle income
2005;;Cuba;Latin America & Caribbean;Upper middle income
2006;;Cuba;Latin America & Caribbean;Upper middle income
2007;;Cuba;Latin America & Caribbean;Upper middle income
2008;;Cuba;Latin America & Caribbean;Upper middle income
2009;;Cuba;Latin America & Caribbean;Upper middle income
2010;;Cuba;Latin America & Caribbean;Upper middle income
2011;;Cuba;Latin America & Caribbean;Upper middle income
2012;;Cuba;Latin America & Caribbean;Upper middle income
2013;;Cuba;Latin America & Caribbean;Upper middle income
2014;;Cuba;Latin America & Caribbean;Upper middle income
2015;;Cuba;Latin America & Caribbean;Upper middle income
2016;;Cuba;Latin America & Caribbean;Upper middle income
1980;;Curacao;Latin America & Caribbean;High income
1981;;Curacao;Latin America & Caribbean;High income
1982;;Curacao;Latin America & Caribbean;High income
1983;;Curacao;Latin America & Caribbean;High income
1984;;Curacao;Latin America & Caribbean;High income
1985;;Curacao;Latin America & Caribbean;High income
1986;;Curacao;Latin America & Caribbean;High income
1987;;Curacao;Latin America & Caribbean;High income
1988;;Curacao;Latin America & Caribbean;High income
1989;;Curacao;Latin America & Caribbean;High income
1990;;Curacao;Latin America & Caribbean;High income
1991;;Curacao;Latin America & Caribbean;High income
1992;;Curacao;Latin America & Caribbean;High income
1993;;Curacao;Latin America & Caribbean;High income
1994;;Curacao;Latin America & Caribbean;High income
1995;;Curacao;Latin America & Caribbean;High income
1996;;Curacao;Latin America & Caribbean;High income
1997;;Curacao;Latin America & Caribbean;High income
1998;;Curacao;Latin America & Caribbean;High income
1999;;Curacao;Latin America & Caribbean;High income
2000;;Curacao;Latin America & Caribbean;High income
2001;;Curacao;Latin America & Caribbean;High income
2002;;Curacao;Latin America & Caribbean;High income
2003;;Curacao;Latin America & Caribbean;High income
2004;;Curacao;Latin America & Caribbean;High income
2005;;Curacao;Latin America & Caribbean;High income
2006;;Curacao;Latin America & Caribbean;High income
2007;;Curacao;Latin America & Caribbean;High income
2008;;Curacao;Latin America & Caribbean;High income
2009;;Curacao;Latin America & Caribbean;High income
2010;;Curacao;Latin America & Caribbean;High income
2011;;Curacao;Latin America & Caribbean;High income
2012;;Curacao;Latin America & Caribbean;High income
2013;;Curacao;Latin America & Caribbean;High income
2014;;Curacao;Latin America & Caribbean;High income
2015;;Curacao;Latin America & Caribbean;High income
2016;;Curacao;Latin America & Caribbean;High income
1980;;Cayman Islands;Latin America & Caribbean;High income
1981;;Cayman Islands;Latin America & Caribbean;High income
1982;;Cayman Islands;Latin America & Caribbean;High income
1983;;Cayman Islands;Latin America & Caribbean;High income
1984;;Cayman Islands;Latin America & Caribbean;High income
1985;;Cayman Islands;Latin America & Caribbean;High income
1986;;Cayman Islands;Latin America & Caribbean;High income
1987;;Cayman Islands;Latin America & Caribbean;High income
1988;;Cayman Islands;Latin America & Caribbean;High income
1989;;Cayman Islands;Latin America & Caribbean;High income
1990;;Cayman Islands;Latin America & Caribbean;High income
1991;;Cayman Islands;Latin America & Caribbean;High income
1992;;Cayman Islands;Latin America & Caribbean;High income
1993;;Cayman Islands;Latin America & Caribbean;High income
1994;;Cayman Islands;Latin America & Caribbean;High income
1995;;Cayman Islands;Latin America & Caribbean;High income
1996;;Cayman Islands;Latin America & Caribbean;High income
1997;;Cayman Islands;Latin America & Caribbean;High income
1998;;Cayman Islands;Latin America & Caribbean;High income
1999;;Cayman Islands;Latin America & Caribbean;High income
2000;;Cayman Islands;Latin America & Caribbean;High income
2001;;Cayman Islands;Latin America & Caribbean;High income
2002;;Cayman Islands;Latin America & Caribbean;High income
2003;;Cayman Islands;Latin America & Caribbean;High income
2004;;Cayman Islands;Latin America & Caribbean;High income
2005;;Cayman Islands;Latin America & Caribbean;High income
2006;;Cayman Islands;Latin America & Caribbean;High income
2007;;Cayman Islands;Latin America & Caribbean;High income
2008;;Cayman Islands;Latin America & Caribbean;High income
2009;;Cayman Islands;Latin America & Caribbean;High income
2010;;Cayman Islands;Latin America & Caribbean;High income
2011;;Cayman Islands;Latin America & Caribbean;High income
2012;;Cayman Islands;Latin America & Caribbean;High income
2013;;Cayman Islands;Latin America & Caribbean;High income
2014;;Cayman Islands;Latin America & Caribbean;High income
2015;;Cayman Islands;Latin America & Caribbean;High income
2016;;Cayman Islands;Latin America & Caribbean;High income
1980;;Cyprus;Europe & Central Asia;High income
1981;;Cyprus;Europe & Central Asia;High income
1982;;Cyprus;Europe & Central Asia;High income
1983;;Cyprus;Europe & Central Asia;High income
1984;;Cyprus;Europe & Central Asia;High income
1985;;Cyprus;Europe & Central Asia;High income
1986;;Cyprus;Europe & Central Asia;High income
1987;;Cyprus;Europe & Central Asia;High income
1988;;Cyprus;Europe & Central Asia;High income
1989;;Cyprus;Europe & Central Asia;High income
1990;;Cyprus;Europe & Central Asia;High income
1991;;Cyprus;Europe & Central Asia;High income
1992;;Cyprus;Europe & Central Asia;High income
1993;;Cyprus;Europe & Central Asia;High income
1994;;Cyprus;Europe & Central Asia;High income
1995;;Cyprus;Europe & Central Asia;High income
1996;;Cyprus;Europe & Central Asia;High income
1997;;Cyprus;Europe & Central Asia;High income
1998;;Cyprus;Europe & Central Asia;High income
1999;;Cyprus;Europe & Central Asia;High income
2000;;Cyprus;Europe & Central Asia;High income
2001;;Cyprus;Europe & Central Asia;High income
2002;;Cyprus;Europe & Central Asia;High income
2003;;Cyprus;Europe & Central Asia;High income
2004;0;Cyprus;Europe & Central Asia;High income
2005;0;Cyprus;Europe & Central Asia;High income
2006;0;Cyprus;Europe & Central Asia;High income
2007;0;Cyprus;Europe & Central Asia;High income
2008;0;Cyprus;Europe & Central Asia;High income
2009;0;Cyprus;Europe & Central Asia;High income
2010;0;Cyprus;Europe & Central Asia;High income
2011;0;Cyprus;Europe & Central Asia;High income
2012;0;Cyprus;Europe & Central Asia;High income
2013;0;Cyprus;Europe & Central Asia;High income
2014;0;Cyprus;Europe & Central Asia;High income
2015;0;Cyprus;Europe & Central Asia;High income
2016;;Cyprus;Europe & Central Asia;High income
1980;;Czech Republic;Europe & Central Asia;High income
1981;;Czech Republic;Europe & Central Asia;High income
1982;;Czech Republic;Europe & Central Asia;High income
1983;;Czech Republic;Europe & Central Asia;High income
1984;;Czech Republic;Europe & Central Asia;High income
1985;;Czech Republic;Europe & Central Asia;High income
1986;;Czech Republic;Europe & Central Asia;High income
1987;;Czech Republic;Europe & Central Asia;High income
1988;;Czech Republic;Europe & Central Asia;High income
1989;;Czech Republic;Europe & Central Asia;High income
1990;;Czech Republic;Europe & Central Asia;High income
1991;;Czech Republic;Europe & Central Asia;High income
1992;;Czech Republic;Europe & Central Asia;High income
1993;0;Czech Republic;Europe & Central Asia;High income
1994;;Czech Republic;Europe & Central Asia;High income
1995;;Czech Republic;Europe & Central Asia;High income
1996;0,2;Czech Republic;Europe & Central Asia;High income
1997;;Czech Republic;Europe & Central Asia;High income
1998;;Czech Republic;Europe & Central Asia;High income
1999;;Czech Republic;Europe & Central Asia;High income
2000;;Czech Republic;Europe & Central Asia;High income
2001;;Czech Republic;Europe & Central Asia;High income
2002;;Czech Republic;Europe & Central Asia;High income
2003;;Czech Republic;Europe & Central Asia;High income
2004;0;Czech Republic;Europe & Central Asia;High income
2005;0;Czech Republic;Europe & Central Asia;High income
2006;0;Czech Republic;Europe & Central Asia;High income
2007;0;Czech Republic;Europe & Central Asia;High income
2008;0;Czech Republic;Europe & Central Asia;High income
2009;0;Czech Republic;Europe & Central Asia;High income
2010;0;Czech Republic;Europe & Central Asia;High income
2011;0;Czech Republic;Europe & Central Asia;High income
2012;0;Czech Republic;Europe & Central Asia;High income
2013;0;Czech Republic;Europe & Central Asia;High income
2014;0;Czech Republic;Europe & Central Asia;High income
2015;0;Czech Republic;Europe & Central Asia;High income
2016;;Czech Republic;Europe & Central Asia;High income
1980;;Germany;Europe & Central Asia;High income
1981;;Germany;Europe & Central Asia;High income
1982;;Germany;Europe & Central Asia;High income
1983;;Germany;Europe & Central Asia;High income
1984;;Germany;Europe & Central Asia;High income
1985;;Germany;Europe & Central Asia;High income
1986;;Germany;Europe & Central Asia;High income
1987;;Germany;Europe & Central Asia;High income
1988;;Germany;Europe & Central Asia;High income
1989;;Germany;Europe & Central Asia;High income
1990;;Germany;Europe & Central Asia;High income
1991;0;Germany;Europe & Central Asia;High income
1992;;Germany;Europe & Central Asia;High income
1993;;Germany;Europe & Central Asia;High income
1994;0,3;Germany;Europe & Central Asia;High income
1995;;Germany;Europe & Central Asia;High income
1996;;Germany;Europe & Central Asia;High income
1997;;Germany;Europe & Central Asia;High income
1998;;Germany;Europe & Central Asia;High income
1999;;Germany;Europe & Central Asia;High income
2000;0;Germany;Europe & Central Asia;High income
2001;0;Germany;Europe & Central Asia;High income
2002;;Germany;Europe & Central Asia;High income
2003;;Germany;Europe & Central Asia;High income
2004;0;Germany;Europe & Central Asia;High income
2005;;Germany;Europe & Central Asia;High income
2006;0;Germany;Europe & Central Asia;High income
2007;0;Germany;Europe & Central Asia;High income
2008;;Germany;Europe & Central Asia;High income
2009;;Germany;Europe & Central Asia;High income
2010;0;Germany;Europe & Central Asia;High income
2011;0;Germany;Europe & Central Asia;High income
2012;;Germany;Europe & Central Asia;High income
2013;0;Germany;Europe & Central Asia;High income
2014;;Germany;Europe & Central Asia;High income
2015;0;Germany;Europe & Central Asia;High income
2016;;Germany;Europe & Central Asia;High income
1980;;Djibouti;Middle East & North Africa;Lower middle income
1981;;Djibouti;Middle East & North Africa;Lower middle income
1982;;Djibouti;Middle East & North Africa;Lower middle income
1983;;Djibouti;Middle East & North Africa;Lower middle income
1984;;Djibouti;Middle East & North Africa;Lower middle income
1985;;Djibouti;Middle East & North Africa;Lower middle income
1986;;Djibouti;Middle East & North Africa;Lower middle income
1987;;Djibouti;Middle East & North Africa;Lower middle income
1988;;Djibouti;Middle East & North Africa;Lower middle income
1989;;Djibouti;Middle East & North Africa;Lower middle income
1990;;Djibouti;Middle East & North Africa;Lower middle income
1991;;Djibouti;Middle East & North Africa;Lower middle income
1992;;Djibouti;Middle East & North Africa;Lower middle income
1993;;Djibouti;Middle East & North Africa;Lower middle income
1994;;Djibouti;Middle East & North Africa;Lower middle income
1995;;Djibouti;Middle East & North Africa;Lower middle income
1996;;Djibouti;Middle East & North Africa;Lower middle income
1997;;Djibouti;Middle East & North Africa;Lower middle income
1998;;Djibouti;Middle East & North Africa;Lower middle income
1999;;Djibouti;Middle East & North Africa;Lower middle income
2000;;Djibouti;Middle East & North Africa;Lower middle income
2001;;Djibouti;Middle East & North Africa;Lower middle income
2002;20,6;Djibouti;Middle East & North Africa;Lower middle income
2003;;Djibouti;Middle East & North Africa;Lower middle income
2004;;Djibouti;Middle East & North Africa;Lower middle income
2005;;Djibouti;Middle East & North Africa;Lower middle income
2006;;Djibouti;Middle East & North Africa;Lower middle income
2007;;Djibouti;Middle East & North Africa;Lower middle income
2008;;Djibouti;Middle East & North Africa;Lower middle income
2009;;Djibouti;Middle East & North Africa;Lower middle income
2010;;Djibouti;Middle East & North Africa;Lower middle income
2011;;Djibouti;Middle East & North Africa;Lower middle income
2012;18,3;Djibouti;Middle East & North Africa;Lower middle income
2013;22,5;Djibouti;Middle East & North Africa;Lower middle income
2014;;Djibouti;Middle East & North Africa;Lower middle income
2015;;Djibouti;Middle East & North Africa;Lower middle income
2016;;Djibouti;Middle East & North Africa;Lower middle income
1980;;Dominica;Latin America & Caribbean;Upper middle income
1981;;Dominica;Latin America & Caribbean;Upper middle income
1982;;Dominica;Latin America & Caribbean;Upper middle income
1983;;Dominica;Latin America & Caribbean;Upper middle income
1984;;Dominica;Latin America & Caribbean;Upper middle income
1985;;Dominica;Latin America & Caribbean;Upper middle income
1986;;Dominica;Latin America & Caribbean;Upper middle income
1987;;Dominica;Latin America & Caribbean;Upper middle income
1988;;Dominica;Latin America & Caribbean;Upper middle income
1989;;Dominica;Latin America & Caribbean;Upper middle income
1990;;Dominica;Latin America & Caribbean;Upper middle income
1991;;Dominica;Latin America & Caribbean;Upper middle income
1992;;Dominica;Latin America & Caribbean;Upper middle income
1993;;Dominica;Latin America & Caribbean;Upper middle income
1994;;Dominica;Latin America & Caribbean;Upper middle income
1995;;Dominica;Latin America & Caribbean;Upper middle income
1996;;Dominica;Latin America & Caribbean;Upper middle income
1997;;Dominica;Latin America & Caribbean;Upper middle income
1998;;Dominica;Latin America & Caribbean;Upper middle income
1999;;Dominica;Latin America & Caribbean;Upper middle income
2000;;Dominica;Latin America & Caribbean;Upper middle income
2001;;Dominica;Latin America & Caribbean;Upper middle income
2002;;Dominica;Latin America & Caribbean;Upper middle income
2003;;Dominica;Latin America & Caribbean;Upper middle income
2004;;Dominica;Latin America & Caribbean;Upper middle income
2005;;Dominica;Latin America & Caribbean;Upper middle income
2006;;Dominica;Latin America & Caribbean;Upper middle income
2007;;Dominica;Latin America & Caribbean;Upper middle income
2008;;Dominica;Latin America & Caribbean;Upper middle income
2009;;Dominica;Latin America & Caribbean;Upper middle income
2010;;Dominica;Latin America & Caribbean;Upper middle income
2011;;Dominica;Latin America & Caribbean;Upper middle income
2012;;Dominica;Latin America & Caribbean;Upper middle income
2013;;Dominica;Latin America & Caribbean;Upper middle income
2014;;Dominica;Latin America & Caribbean;Upper middle income
2015;;Dominica;Latin America & Caribbean;Upper middle income
2016;;Dominica;Latin America & Caribbean;Upper middle income
1980;;Denmark;Europe & Central Asia;High income
1981;;Denmark;Europe & Central Asia;High income
1982;;Denmark;Europe & Central Asia;High income
1983;;Denmark;Europe & Central Asia;High income
1984;;Denmark;Europe & Central Asia;High income
1985;;Denmark;Europe & Central Asia;High income
1986;;Denmark;Europe & Central Asia;High income
1987;;Denmark;Europe & Central Asia;High income
1988;;Denmark;Europe & Central Asia;High income
1989;;Denmark;Europe & Central Asia;High income
1990;;Denmark;Europe & Central Asia;High income
1991;;Denmark;Europe & Central Asia;High income
1992;;Denmark;Europe & Central Asia;High income
1993;;Denmark;Europe & Central Asia;High income
1994;;Denmark;Europe & Central Asia;High income
1995;;Denmark;Europe & Central Asia;High income
1996;;Denmark;Europe & Central Asia;High income
1997;;Denmark;Europe & Central Asia;High income
1998;;Denmark;Europe & Central Asia;High income
1999;;Denmark;Europe & Central Asia;High income
2000;;Denmark;Europe & Central Asia;High income
2001;;Denmark;Europe & Central Asia;High income
2002;;Denmark;Europe & Central Asia;High income
2003;0,2;Denmark;Europe & Central Asia;High income
2004;0,2;Denmark;Europe & Central Asia;High income
2005;0,2;Denmark;Europe & Central Asia;High income
2006;0,2;Denmark;Europe & Central Asia;High income
2007;0;Denmark;Europe & Central Asia;High income
2008;0,2;Denmark;Europe & Central Asia;High income
2009;0,5;Denmark;Europe & Central Asia;High income
2010;0;Denmark;Europe & Central Asia;High income
2011;0;Denmark;Europe & Central Asia;High income
2012;0;Denmark;Europe & Central Asia;High income
2013;0,2;Denmark;Europe & Central Asia;High income
2014;0,2;Denmark;Europe & Central Asia;High income
2015;0,2;Denmark;Europe & Central Asia;High income
2016;;Denmark;Europe & Central Asia;High income
1980;;Dominican Republic;Latin America & Caribbean;Upper middle income
1981;;Dominican Republic;Latin America & Caribbean;Upper middle income
1982;;Dominican Republic;Latin America & Caribbean;Upper middle income
1983;;Dominican Republic;Latin America & Caribbean;Upper middle income
1984;;Dominican Republic;Latin America & Caribbean;Upper middle income
1985;;Dominican Republic;Latin America & Caribbean;Upper middle income
1986;5,2;Dominican Republic;Latin America & Caribbean;Upper middle income
1987;;Dominican Republic;Latin America & Caribbean;Upper middle income
1988;;Dominican Republic;Latin America & Caribbean;Upper middle income
1989;13,4;Dominican Republic;Latin America & Caribbean;Upper middle income
1990;;Dominican Republic;Latin America & Caribbean;Upper middle income
1991;;Dominican Republic;Latin America & Caribbean;Upper middle income
1992;5,3;Dominican Republic;Latin America & Caribbean;Upper middle income
1993;;Dominican Republic;Latin America & Caribbean;Upper middle income
1994;;Dominican Republic;Latin America & Caribbean;Upper middle income
1995;;Dominican Republic;Latin America & Caribbean;Upper middle income
1996;4,9;Dominican Republic;Latin America & Caribbean;Upper middle income
1997;5,2;Dominican Republic;Latin America & Caribbean;Upper middle income
1998;;Dominican Republic;Latin America & Caribbean;Upper middle income
1999;;Dominican Republic;Latin America & Caribbean;Upper middle income
2000;5,5;Dominican Republic;Latin America & Caribbean;Upper middle income
2001;4;Dominican Republic;Latin America & Caribbean;Upper middle income
2002;6;Dominican Republic;Latin America & Caribbean;Upper middle income
2003;6,9;Dominican Republic;Latin America & Caribbean;Upper middle income
2004;8,8;Dominican Republic;Latin America & Caribbean;Upper middle income
2005;5,8;Dominican Republic;Latin America & Caribbean;Upper middle income
2006;4,5;Dominican Republic;Latin America & Caribbean;Upper middle income
2007;4,5;Dominican Republic;Latin America & Caribbean;Upper middle income
2008;3,8;Dominican Republic;Latin America & Caribbean;Upper middle income
2009;3,3;Dominican Republic;Latin America & Caribbean;Upper middle income
2010;2,6;Dominican Republic;Latin America & Caribbean;Upper middle income
2011;2,9;Dominican Republic;Latin America & Caribbean;Upper middle income
2012;2,7;Dominican Republic;Latin America & Caribbean;Upper middle income
2013;2,4;Dominican Republic;Latin America & Caribbean;Upper middle income
2014;2,3;Dominican Republic;Latin America & Caribbean;Upper middle income
2015;1,9;Dominican Republic;Latin America & Caribbean;Upper middle income
2016;1,6;Dominican Republic;Latin America & Caribbean;Upper middle income
1980;;Algeria;Middle East & North Africa;Upper middle income
1981;;Algeria;Middle East & North Africa;Upper middle income
1982;;Algeria;Middle East & North Africa;Upper middle income
1983;;Algeria;Middle East & North Africa;Upper middle income
1984;;Algeria;Middle East & North Africa;Upper middle income
1985;;Algeria;Middle East & North Africa;Upper middle income
1986;;Algeria;Middle East & North Africa;Upper middle income
1987;;Algeria;Middle East & North Africa;Upper middle income
1988;6,5;Algeria;Middle East & North Africa;Upper middle income
1989;;Algeria;Middle East & North Africa;Upper middle income
1990;;Algeria;Middle East & North Africa;Upper middle income
1991;;Algeria;Middle East & North Africa;Upper middle income
1992;;Algeria;Middle East & North Africa;Upper middle income
1993;;Algeria;Middle East & North Africa;Upper middle income
1994;;Algeria;Middle East & North Africa;Upper middle income
1995;5,9;Algeria;Middle East & North Africa;Upper middle income
1996;;Algeria;Middle East & North Africa;Upper middle income
1997;;Algeria;Middle East & North Africa;Upper middle income
1998;;Algeria;Middle East & North Africa;Upper middle income
1999;;Algeria;Middle East & North Africa;Upper middle income
2000;;Algeria;Middle East & North Africa;Upper middle income
2001;;Algeria;Middle East & North Africa;Upper middle income
2002;;Algeria;Middle East & North Africa;Upper middle income
2003;;Algeria;Middle East & North Africa;Upper middle income
2004;;Algeria;Middle East & North Africa;Upper middle income
2005;;Algeria;Middle East & North Africa;Upper middle income
2006;;Algeria;Middle East & North Africa;Upper middle income
2007;;Algeria;Middle East & North Africa;Upper middle income
2008;;Algeria;Middle East & North Africa;Upper middle income
2009;;Algeria;Middle East & North Africa;Upper middle income
2010;;Algeria;Middle East & North Africa;Upper middle income
2011;0,5;Algeria;Middle East & North Africa;Upper middle income
2012;;Algeria;Middle East & North Africa;Upper middle income
2013;;Algeria;Middle East & North Africa;Upper middle income
2014;;Algeria;Middle East & North Africa;Upper middle income
2015;;Algeria;Middle East & North Africa;Upper middle income
2016;;Algeria;Middle East & North Africa;Upper middle income
1980;;Ecuador;Latin America & Caribbean;Upper middle income
1981;;Ecuador;Latin America & Caribbean;Upper middle income
1982;;Ecuador;Latin America & Caribbean;Upper middle income
1983;;Ecuador;Latin America & Caribbean;Upper middle income
1984;;Ecuador;Latin America & Caribbean;Upper middle income
1985;;Ecuador;Latin America & Caribbean;Upper middle income
1986;;Ecuador;Latin America & Caribbean;Upper middle income
1987;17,6;Ecuador;Latin America & Caribbean;Upper middle income
1988;;Ecuador;Latin America & Caribbean;Upper middle income
1989;;Ecuador;Latin America & Caribbean;Upper middle income
1990;;Ecuador;Latin America & Caribbean;Upper middle income
1991;;Ecuador;Latin America & Caribbean;Upper middle income
1992;;Ecuador;Latin America & Caribbean;Upper middle income
1993;;Ecuador;Latin America & Caribbean;Upper middle income
1994;17,1;Ecuador;Latin America & Caribbean;Upper middle income
1995;;Ecuador;Latin America & Caribbean;Upper middle income
1996;;Ecuador;Latin America & Caribbean;Upper middle income
1997;;Ecuador;Latin America & Caribbean;Upper middle income
1998;15,7;Ecuador;Latin America & Caribbean;Upper middle income
1999;21,8;Ecuador;Latin America & Caribbean;Upper middle income
2000;28,2;Ecuador;Latin America & Caribbean;Upper middle income
2001;;Ecuador;Latin America & Caribbean;Upper middle income
2002;;Ecuador;Latin America & Caribbean;Upper middle income
2003;14,5;Ecuador;Latin America & Caribbean;Upper middle income
2004;15;Ecuador;Latin America & Caribbean;Upper middle income
2005;12,1;Ecuador;Latin America & Caribbean;Upper middle income
2006;8,1;Ecuador;Latin America & Caribbean;Upper middle income
2007;8,5;Ecuador;Latin America & Caribbean;Upper middle income
2008;7,5;Ecuador;Latin America & Caribbean;Upper middle income
2009;7,2;Ecuador;Latin America & Caribbean;Upper middle income
2010;5,6;Ecuador;Latin America & Caribbean;Upper middle income
2011;4,7;Ecuador;Latin America & Caribbean;Upper middle income
2012;4,5;Ecuador;Latin America & Caribbean;Upper middle income
2013;3,2;Ecuador;Latin America & Caribbean;Upper middle income
2014;2,6;Ecuador;Latin America & Caribbean;Upper middle income
2015;3,4;Ecuador;Latin America & Caribbean;Upper middle income
2016;3,6;Ecuador;Latin America & Caribbean;Upper middle income
1980;;Egypt, Arab Rep.;Middle East & North Africa;Lower middle income
1981;;Egypt, Arab Rep.;Middle East & North Africa;Lower middle income
1982;;Egypt, Arab Rep.;Middle East & North Africa;Lower middle income
1983;;Egypt, Arab Rep.;Middle East & North Africa;Lower middle income
1984;;Egypt, Arab Rep.;Middle East & North Africa;Lower middle income
1985;;Egypt, Arab Rep.;Middle East & North Africa;Lower middle income
1986;;Egypt, Arab Rep.;Middle East & North Africa;Lower middle income
1987;;Egypt, Arab Rep.;Middle East & North Africa;Lower middle income
1988;;Egypt, Arab Rep.;Middle East & North Africa;Lower middle income
1989;;Egypt, Arab Rep.;Middle East & North Africa;Lower middle income
1990;7,4;Egypt, Arab Rep.;Middle East & North Africa;Lower middle income
1991;;Egypt, Arab Rep.;Middle East & North Africa;Lower middle income
1992;;Egypt, Arab Rep.;Middle East & North Africa;Lower middle income
1993;;Egypt, Arab Rep.;Middle East & North Africa;Lower middle income
1994;;Egypt, Arab Rep.;Middle East & North Africa;Lower middle income
1995;4,6;Egypt, Arab Rep.;Middle East & North Africa;Lower middle income
1996;;Egypt, Arab Rep.;Middle East & North Africa;Lower middle income
1997;;Egypt, Arab Rep.;Middle East & North Africa;Lower middle income
1998;;Egypt, Arab Rep.;Middle East & North Africa;Lower middle income
1999;2;Egypt, Arab Rep.;Middle East & North Africa;Lower middle income
2000;;Egypt, Arab Rep.;Middle East & North Africa;Lower middle income
2001;;Egypt, Arab Rep.;Middle East & North Africa;Lower middle income
2002;;Egypt, Arab Rep.;Middle East & North Africa;Lower middle income
2003;;Egypt, Arab Rep.;Middle East & North Africa;Lower middle income
2004;4,4;Egypt, Arab Rep.;Middle East & North Africa;Lower middle income
2005;;Egypt, Arab Rep.;Middle East & North Africa;Lower middle income
2006;;Egypt, Arab Rep.;Middle East & North Africa;Lower middle income
2007;;Egypt, Arab Rep.;Middle East & North Africa;Lower middle income
2008;3,9;Egypt, Arab Rep.;Middle East & North Africa;Lower middle income
2009;;Egypt, Arab Rep.;Middle East & North Africa;Lower middle income
2010;3;Egypt, Arab Rep.;Middle East & North Africa;Lower middle income
2011;;Egypt, Arab Rep.;Middle East & North Africa;Lower middle income
2012;2,3;Egypt, Arab Rep.;Middle East & North Africa;Lower middle income
2013;;Egypt, Arab Rep.;Middle East & North Africa;Lower middle income
2014;;Egypt, Arab Rep.;Middle East & North Africa;Lower middle income
2015;1,3;Egypt, Arab Rep.;Middle East & North Africa;Lower middle income
2016;;Egypt, Arab Rep.;Middle East & North Africa;Lower middle income
1980;;Eritrea;Sub-Saharan Africa;Low income
1981;;Eritrea;Sub-Saharan Africa;Low income
1982;;Eritrea;Sub-Saharan Africa;Low income
1983;;Eritrea;Sub-Saharan Africa;Low income
1984;;Eritrea;Sub-Saharan Africa;Low income
1985;;Eritrea;Sub-Saharan Africa;Low income
1986;;Eritrea;Sub-Saharan Africa;Low income
1987;;Eritrea;Sub-Saharan Africa;Low income
